system_id,dataSource,artUrl,artDate,artTitle,artContent,commentCount
142,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6929945,2024-03-13 09:20:00,汗皰疹可以根治嗎?,媽媽的手常常脫皮乾癢，去給醫生看過之後說是汗皰疹，有時候狀況不錯就不會怎樣，但季節交替的時候就很容易發作，想問這種病症是能根治的嗎? 真的很心疼媽媽…,3
143,Mobile01,https://www.mobile01.com/topicdetail.php?f=376&t=6929986,2024-03-13 11:15:00,入手二手手錶Marc by Marc jacobs MBM3524,基本上我都不戴手錶的，總覺得手上有東西很重很麻煩。但自從買了apple watch後就開始漸漸習慣戴手錶，今天下午沒事跑去2th street看衣服，逛街最討厭的就是該買的沒買然後沒想買的亂買一堆，沒錯我今天就買了一隻手錶因為太好看馬上被吸引。他就是Marc by Marc jacobs MBM3524，主要是穿搭用得上且表面也沒那麼大。本人對手錶沒研究所以不知道這隻原價多少二手正常行情多少（網站上也找不到相關訊息不過沒差啦好看就好），但我是花兩張小朋友入手，因為錶帶太短但好在買的時候前一位使用者有附上延長錶帶，之後拿去寶島鐘錶請他們改長順便清潔，結束後問這樣要多少結果店員沒跟我收錢ＸＤps. 關於按鈕部分有人知道右邊除了中間那顆是調整時間外上下兩個是幹嘛用的？按了沒反應誒,0
144,Mobile01,https://www.mobile01.com/topicdetail.php?f=718&t=6929913,2024-03-13 08:09:00,老爸傳下來的勞力士問題,"想請問一下版上前輩家母前幾天突然拿家父生前收藏的勞力士給我左二日常粗戴,另外兩隻只有特定場合才會戴至今放了至少九年了,早就不會動了如果右邊兩隻我沒有要戴的話是不是就這樣放著就好,也不用特地去洗油保養如果要賣的話?要先拿去RSC保養一下嗎?",6
145,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6930278,2024-03-14 04:51:00,適合乾感肌的溫和沐浴露,最近天氣變化超大有時候熱到25度以上 隔天又降溫到只剩10幾度皮膚原本就很敏感了 更受不了這種忽冷忽熱的天氣導致洗完後有出現泛紅的症狀這陣子找到一罐適合乾敏肌的沐浴露 Aveeno藍瓶先說我最重視的味道&成分發現市面上很多沐浴露的香精味都很重但這罐是天然燕麥香味 很清新又耐聞看過成分有特別挑沒有加香精跟皂鹼的！才不會更刺激皮膚且益菌生燕麥的成分可以舒緩敏感泛紅然後沐浴露本身起泡量也不錯不用特別用沐浴球就可以有蠻綿密的泡沫也很好沖洗 沒有沖不乾淨的假滑感洗完後也能感覺到皮膚上會有一層保濕薄膜！重點是保濕的持久度也很好 不會一晚上就把皮膚狀態打回原形小小分享給同樣在天氣不穩定的時候 也有皮膚困擾的人敏感的皮膚真的要選對沐浴露好好保養呀！,6
146,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6930388,2024-03-14 07:46:00,婚前改造~另一伴的植髮成果(髮際線及全頂加密),我老公在科技業工作，有好長一段時間，好像自從剛認識時就他就有禿頭的困擾，我自己是不在意，不過他會在意自己的外表，有時候還會覺得自己看起來比實際年齡老一截..會有真的要去植髮的想法主要是因為當時還離婚禮大概剩一年半，老公覺得應該要把外型改造一下才想到要植髮，雖然時間偏緊湊但我們還是有花些時間上網找資料、一起看了很多案例分享，才確定了植髮的診所接下來就正式進入他植髮全過程分享~診所諮詢時就有幫他做頭皮健檢，好幾個地方的毛囊狀況已經萎縮，尤其是髮際線和頭頂的地方，經過醫生評估要植的區域加總起來是3600根!!植髮的手術過程雖然不複雜也只算是微創手術，但對他來說卻是一個重要的轉折點(心情上的)，所以跑診所的過程我有空都會盡量陪他去還好他手術只有打麻醉時會感覺痛，之後就只是有腫脹感，醫生術前也有給我們看取髮的針跟我們打疫苗的針頭一樣小，看了就沒那麼緊張了，不過也很佩服植髮醫生的眼力，那針那麼小還要取3600根頭髮!!手術大概6小時完成，不過中間會有中場休息時間還可以吃點東西補充能量，手術後老公很仔細照顧頭髮(聽醫生的建議和護理方式才能確保植髮區的健康和頭髮的生長)植髮手術傷口很小手術後隔天就可以正常上班，覺得現在醫美手術都好先進，但我還是叫他多休息一天在去上班術後一周是最關鍵的恢復期，診所有提供一個禮拜的洗髮和護理，雖然每天下班都要跑診所一趟比較麻煩但整體來說是很ok的，因為才剛手術完有專人洗頭才不會失誤，畢竟洗頭的水溫跟力道都有講究，要是我也不敢幫他洗這張術後2個月回診時拍的那時候還是看的見頭皮現在術後已經過了16個月，前幾天回去診所做最後一次的回診跟拍攝，這次明顯可以看到他頭髮已經變得非常茂密他有這樣個成果我們都還蠻感動的~因為這種改變不僅在外表上更是在心理上的幫助，所以我想告訴大家如果有人也有類似的困擾，在經濟許可狀況下可以考慮踏出這一步，因為對長期掉髮困擾的人來說植髮手術是一個不錯的選擇!!,8
147,Mobile01,https://www.mobile01.com/topicdetail.php?f=714&t=6930441,2024-03-14 09:42:00,日本中野入手綠海馬Seamaster 與手續費心得。,開始入手機械錶就聽聞日本東京都的中野是二手錶的聖地，趁著本週旅遊時，順便去帶一支OMEGA的海馬，先上圖，再聊聊心得。上圖店家照片就不放了，就是網站介紹的樣子。我主要去看了龜吉跟Jackroad，我先去龜吉，在展示區戴上手把玩一下，開始問保固與保卡的問題，這隻錶的保卡是那一年的？ 是日本國內買斷版還是國際保。員工的答覆是國際保固5年，保固期從購買當天開始起算。我是第一次買OMEGA，也沒做太多功課，只知道不要買保卡國碼30880，聽了這回覆，我請對方借我看看保卡，但員工表示確定購買，結帳才能看喔！於是我摸摸鼻子，轉去另一邊的Jackroad看，指名要綠海馬後，馬上帶到另一個區域看錶，也是問上面2個問題，日本大叔說沒問題，就拿出保卡給我看，但是新版保卡根本沒國碼了啊日本大叔也表示保固是當天起算，我是有點疑惑，後來看一看保卡，店家是在中亞，OMEGA的網頁也可找到這個店家。這樣也就夠了，我拿出放大鏡檢查錶盤，沒問題就決定入手。2家的價格就是在網站上看到的，最後選擇在Jackroad入手，主要是他可以讓我先看保卡，雖然是基本款，但也圖個心安。比較多人關心的刷卡手續費問題，爬文看到有人說有，有人說沒有，之前看了也是一頭霧水。有2個費用可以留意。1. 信用卡公司1.5%的海外手續費：這是一定有，並非店家額外跟你收的。刷卡手續費是額外的費用，不會跟消費本金綁在一起喔。可以透過一些海外3%回饋的卡再賺回來。2.刷卡時選擇的結帳幣別：消費刷卡時，有的店家會問你用台幣還是日幣結帳？這時候記得選擇用日幣！用台幣的話，店家給的匯率會很差⋯導致你出帳的台幣比實際預期換算出來的多，這可能是有人覺得被店家收手續費的原因？於是，我特別跟大叔說用日幣，後來看信用卡出帳的台幣金額，匯率與預期差不多，亦即店家也沒收額外的手續費。但是我還是疑惑為什麼保卡可以從購買當天開始？這些手錶該不會是龜吉跟Jackroad從國外經銷商直接批貨來的？或是有哪些門路？或者保卡日期也是寫好玩的？以上分享，如有錯誤，請多多指導，謝謝。,1
148,Mobile01,https://www.mobile01.com/topicdetail.php?f=744&t=6930495,2024-03-14 12:09:00,品牌視覺的最佳夥伴! 平面設計長期配合：我的深刻見解,想分享一下我對平面設計長期配合的看法我深知平面設計在品牌形象建立中的重要性曾經踩過不少雷，遇到過一些個人工作室的平面設計師，結果不是設計不行就是人跑路，讓我們所有活動都大DELAY更有甚者，花費了近4萬的成本聘請設計師，卻屢次令人失望無言直到遇見了 承原設計，我才深刻體會到與專業的平面設計公司長期合作的重要性。他們不僅提供了優秀的設計作品，更重要的是他們了解我們企業的需求，並通過持續的溝通和反饋，不斷優化設計方向，確保每一次的成果都符合我們的期望老實說，長期與優秀的平面設計師合作，可以幫助企業建立一個獨特而一致的品牌形象。這不僅提高了品牌的可識別性，還增加了消費者的信任度和忠誠度與承原設計的設計師們(沒錯，我包年的話會有3-5位設計師一起進行我的案件!!)合作的這段時間，我體會到了長期配合的好處。他們不僅為我們的品牌形象注入了新的活力，還在提升市場競爭力方面發揮了重要作用。甚至，承原設計團隊中因為有多位設計師，能因應需求有不同風格的設計變化，增進消費刺激！承原設計官網承原設計-平面設計部門粉專(他們還有印刷部門，我的產品輸出都是讓他們一條龍處理，我完全不用煩惱；聽說空間設計也很不錯，未來也想與他們配合看看)長期合作也有助於建立更深層次的理解和信任。優秀的平面設計團隊能夠更好地理解企業的價值觀和品牌精神，從而創造出更貼近企業需求的設計作品。值得一提的是，長期合作還可以節省企業的時間和金錢。因為設計師對企業的需求有了更深入的了解，他們能夠更快速地提供符合要求的設計方案，減少了溝通成本和修改次數。而這筆費用，還可以報帳節稅！衷心建議大家找到一個優秀的平面設計團隊 (我當然推薦承原設計)，與其建立長期合作關係，這將是一個明智的決定 但這當然還是取決於公司產品的價值定位啦~ 如果產品只賣50，當然就不用了....希望我的分享能對大家有所啟發，讓我們一起努力，為企業的發展添磚加瓦！#現代風 設計 #平面設計 #長期配合 #包月設計 #平面設計師 #美編 #文案小編 #文宣設計 #印刷 #設計 #過程 #心得,5
149,Mobile01,https://www.mobile01.com/topicdetail.php?f=716&t=6930566,2024-03-14 16:12:00,有段屬於PANERAI的光陰歲月...,"PANERAI 曾經紅極一時的品牌在那幾年間大家都知道勞力士,但都想擁有沛納海!(好吧! 是我自己說的~)FER0006很有份量的錶,當時的我是上班族,似乎..不搭...最後一位錶友老闆買去粗戴 (狂)PAM197入手時一直欣賞,捨不得配戴,二手行情相當保值賣掉了...10多年後,再入手PANERAI,還是選擇她~197PAM317曾經以68萬購入,以為黑機芯,結果買到黑玻璃 @@如今二手價格,只能長嘆一聲幸好,當年新竹經緯願意收了它2010年,於佛羅倫斯本店帶回台灣,在遇到內行錶友68萬現金,直接拿走了它~~(驚呼)FER00030 米蘭(2010年)遇到001/300..帶回台灣..2016年時,生活上需要現金,出售了...2024.3月~入手 萬年曆款FER00015,是屬於自己的第一只 萬年曆錶<圖片均取材於網路或官網>回顧曾經擁有過的那些沛納海原來已經是10年多前的時光歲月擁有時的快樂,割愛時的不捨,尋覓時的辛苦,再次投入的心境~原來....得失之間,不是手錶是一種人生.....",8
150,Mobile01,https://www.mobile01.com/topicdetail.php?f=599&t=6930588,2024-03-14 19:05:00,【開箱】CHANEL2024春季,CHANEL24P 1月27日台灣開始販售一年四季CHANEL一年是六季這是我22年入坑CHANEL第五個包款還是沒買CF雙蓋的作品是經典...對我來說 覺得無用還很麻煩以下跟大家分享CHANEL24P季節款口蓋包可以在放口紅、小包裝面紙靴子還滿好穿的球鞋，還在盒子裡沒穿過 不好穿的話有機會在分享....如果 準備入坑的水水們 人生第一個包也許可以考慮CF經典先入手一年漲二次？ 很快可以過50了有時 我也想 是不是該收個經典款我入手的時間過了 ...以上 跟大家分享，一定要平安幸福!,0
151,Mobile01,https://www.mobile01.com/topicdetail.php?f=301&t=6932995,2024-03-20 04:59:00,低熱量果凍分享_蕊庭/營養師品瑄/望江南,過年吃太多，加上人到了一定年紀後基礎代謝下降，胖了5公斤，之後要去海島國家玩，想慢慢瘦下來，現在一週會慢跑2次，平常三餐也盡量吃原型食物，但發現我只要焦慮或壓力大就會想吃東西，試過很嚴格的控制飲食，過了一陣子之後反而忍不住大吃，功虧一簣…這次想說溫和一點開始，除了把高熱量零食換成堅果、水果比較健康，熱量也比較低之外，也找了幾款低卡的果凍，偶爾實在忍不住想吃零食時可以解饞，順便分析了三款果凍的成份，做成懶人包表格放在文末蕊庭 藤黃果纖Q凍：口味是葡萄柚的好吃！吃起來酸甜，不會過於甜膩又有吃零食的感覺，裡面有加藤黃果，可以抑制血清素上升，產生飽足感、促進代謝，不知道是不是心理作用，下午吃了一條到晚餐時間也沒有很餓的感覺營養師品瑄 飽飽凍：黑糖口味的，有加膳食纖維可以增加飽足感，黑糖味很真實，有做出黑糖的酸味，但吃完之後嘴巴會殘留黑糖的膩感，比較不對我自己的口味，但也是吃了會飽的，推薦給螞蟻人望江南 鳳梨酵素纖維果凍：葡萄口味好吃，很像盛香珍果凍，也是熱量最低的一款，但因為裡面有加羊角豆，我只要吃一條就是肚子痛、拉肚子一整天，試了兩次都是，腸胃敏感的人要斟酌附上成分表格供大家快速參考減肥其實就是少吃多動、多喝水，但減肥畢竟是長時間的事，希望在這段過程中也可以偶爾吃好吃的，不要瘦得太辛苦，不然也維持不了太長久哈，謝謝大家看完,5
